perc,naive,known,obs,sd
unimodal median,205.0938561,200,20,20
unimodal median,199.9254359,200,20,20
unimodal median,204.3505023,200,20,20
unimodal median,203.0388226,200,20,20
unimodal median,208.0944557,200,20,20
unimodal median,200.6947499,200,20,20
unimodal median,205.0476793,200,20,20
unimodal median,206.5072148,200,20,20
unimodal median,199.1356905,200,20,20
unimodal median,193.0845921,200,20,20
unimodal median,209.0047447,200,20,20
unimodal median,201.5258258,200,20,20
unimodal median,204.132906,200,20,40
unimodal median,199.114956,200,20,40
unimodal median,199.5388967,200,20,40
unimodal median,211.2338236,200,20,40
unimodal median,198.5489424,200,20,40
unimodal median,217.4941336,200,20,40
unimodal median,206.3547279,200,20,40
unimodal median,216.3950622,200,20,40
unimodal median,213.9578839,200,20,40
unimodal median,201.1218577,200,20,40
unimodal median,203.9476893,200,20,40
unimodal median,209.6035775,200,20,40
unimodal median,197.303898,200,20,40
unimodal median,210.5035085,200,20,40
unimodal median,196.9304962,200,20,40
unimodal median,187.260307,200,20,40
unimodal median,199.3885915,200,20,40
unimodal median,186.7439375,200,20,40
unimodal median,199.7482928,200,20,40
unimodal median,196.513744,200,20,40
unimodal median,195.263439,200,20,40
unimodal median,195.9523644,200,20,40
unimodal median,196.4164838,200,20,40
unimodal median,195.3996657,200,20,40
unimodal median,189.6115152,200,20,40
unimodal median,231.3707885,200,20,40
unimodal median,215.4557096,200,20,40
unimodal median,203.3008708,200,20,40
unimodal median,203.0389919,200,20,40
unimodal median,179.9202759,200,20,40
unimodal median,198.1370127,200,50,10
unimodal median,202.2884304,200,50,10
unimodal median,199.5352408,200,50,10
unimodal median,200.835918,200,50,10
unimodal median,197.8551189,200,50,10
unimodal median,200.2894886,200,50,10
unimodal median,200.4351175,200,50,10
unimodal median,198.9284066,200,50,10
unimodal median,198.1543485,200,50,10
unimodal median,197.9891694,200,50,10
unimodal median,199.3909893,200,50,10
unimodal median,201.7167778,200,50,10
unimodal median,199.8296989,200,50,10
unimodal median,201.3155205,200,50,10
unimodal median,198.8973841,200,50,10
unimodal median,200.099341,200,50,10
unimodal median,204.0482001,200,50,10
unimodal median,198.0695859,200,50,10
unimodal median,203.1223002,200,50,10
unimodal median,199.9169044,200,50,10
unimodal median,198.3533647,200,50,10
unimodal median,200.8406166,200,50,10
unimodal median,200.9609424,200,50,10
unimodal median,197.7130271,200,50,10
unimodal median,201.6213423,200,50,10
unimodal median,198.3177442,200,50,10
unimodal median,202.2959259,200,50,10
unimodal median,202.7229616,200,50,10
unimodal median,201.7929548,200,50,10
unimodal median,197.8883064,200,50,10
unimodal median,193.8327848,200,50,20
unimodal median,192.2974556,200,50,20
unimodal median,200.0495321,200,50,20
unimodal median,201.6559269,200,50,20
unimodal median,203.5170543,200,50,20
unimodal median,201.0982049,200,50,20
unimodal median,193.2870738,200,50,20
unimodal median,201.9806886,200,50,20
unimodal median,200.2359639,200,50,20
unimodal median,201.1145513,200,50,20
unimodal median,203.2310251,200,50,20
unimodal median,200.9230352,200,50,20
unimodal median,193.5106724,200,50,20
unimodal median,196.6461977,200,50,20
unimodal median,200.1246742,200,50,20
unimodal median,198.9663056,200,50,20
unimodal median,199.0453023,200,50,20
unimodal median,198.1929022,200,50,20
unimodal median,200.3923347,200,50,20
unimodal median,199.9298736,200,50,20
unimodal median,204.2660642,200,50,20
unimodal median,196.0388471,200,50,20
unimodal median,201.8465971,200,50,20
unimodal median,200.2286772,200,50,20
unimodal median,196.6829224,200,50,20
unimodal median,199.8257773,200,50,20
unimodal median,205.162611,200,50,20
unimodal median,201.4963563,200,50,20
unimodal median,205.9595014,200,50,20
unimodal median,201.746971,200,50,20
unimodal median,207.6347229,200,50,40
unimodal median,212.7028407,200,50,40
unimodal median,187.7572947,200,50,40
unimodal median,197.6159799,200,50,40
unimodal median,209.0178323,200,50,40
unimodal median,198.4656189,200,50,40
unimodal median,201.526178,200,50,40
unimodal median,198.0837512,200,50,40
unimodal median,187.8424198,200,50,40
unimodal median,211.7264069,200,50,40
unimodal median,207.62342,200,50,40
unimodal median,205.8216229,200,50,40
unimodal median,198.8096215,200,50,40
unimodal median,195.930188,200,50,40
unimodal median,204.2430059,200,50,40
unimodal median,194.7363588,200,50,40
unimodal median,190.5187428,200,50,40
unimodal median,194.6198029,200,50,40
unimodal median,209.6871423,200,50,40
unimodal median,201.0592056,200,50,40
unimodal median,192.9688562,200,50,40
unimodal median,191.691428,200,50,40
unimodal median,194.498987,200,50,40
unimodal median,215.8635008,200,50,40
unimodal median,195.265804,200,50,40
unimodal median,209.1852792,200,50,40
unimodal median,192.8796946,200,50,40
unimodal median,195.6129187,200,50,40
unimodal median,194.1407315,200,50,40
unimodal median,195.3239887,200,50,40
unimodal ninty,212.3426441,213,10,10
unimodal ninty,206.746236,213,10,10
unimodal ninty,210.5385587,213,10,10
unimodal ninty,211.7786485,213,10,10
unimodal ninty,208.0273104,213,10,10
unimodal ninty,213.9579983,213,10,10
unimodal ninty,213.3042573,213,10,10
unimodal ninty,213.9185123,213,10,10
unimodal ninty,218.2578503,213,10,10
unimodal ninty,214.9488999,213,10,10
unimodal ninty,210.4657672,213,10,10
unimodal ninty,210.5899771,213,10,10
unimodal ninty,217.2400917,213,10,10
unimodal ninty,219.8936798,213,10,10
unimodal ninty,212.1651397,213,10,10
unimodal ninty,205.9104813,213,10,10
unimodal ninty,206.4789613,213,10,10
unimodal ninty,210.7540035,213,10,10
unimodal ninty,209.7027855,213,10,10
unimodal ninty,208.373136,213,10,10
unimodal ninty,212.1047717,213,10,10
unimodal ninty,206.8476974,213,10,10
unimodal ninty,212.0989227,213,10,10
unimodal ninty,208.5763997,213,10,10
unimodal ninty,207.456704,213,10,10
unimodal ninty,211.7767327,213,10,10
unimodal ninty,211.5348147,213,10,10
unimodal ninty,207.961549,213,10,10
unimodal ninty,211.6070187,213,10,10
unimodal ninty,206.4632121,213,10,10
unimodal ninty,210.5248989,226,10,20
unimodal ninty,215.6140802,226,10,20
unimodal ninty,204.8525326,226,10,20
unimodal ninty,218.601834,226,10,20
unimodal ninty,237.5781046,226,10,20
unimodal ninty,220.2276826,226,10,20
unimodal ninty,227.7514565,226,10,20
unimodal ninty,215.2675962,226,10,20
unimodal ninty,245.9442063,226,10,20
unimodal ninty,219.3701611,226,10,20
unimodal ninty,226.062429,226,10,20
unimodal ninty,213.2305756,226,10,20
unimodal ninty,217.8616425,226,10,20
unimodal ninty,222.2603309,226,10,20
unimodal ninty,228.4966216,226,10,20
unimodal ninty,207.849018,226,10,20
unimodal ninty,204.0856055,226,10,20
unimodal ninty,212.1878587,226,10,20
unimodal ninty,219.3130416,226,10,20
unimodal ninty,231.6856187,226,10,20
unimodal ninty,241.1688762,226,10,20
unimodal ninty,212.5392959,226,10,20
unimodal ninty,219.705419,226,10,20
unimodal ninty,209.6356436,226,10,20
unimodal ninty,211.1693038,226,10,20
unimodal ninty,223.8723307,226,10,20
unimodal ninty,229.4525491,226,10,20
unimodal ninty,222.5652479,226,10,20
unimodal ninty,223.8190496,226,10,20
unimodal ninty,210.0830384,226,10,20
unimodal ninty,239.0595987,252,10,40
unimodal ninty,235.6590531,252,10,40
unimodal ninty,250.8350983,252,10,40
unimodal ninty,256.994329,252,10,40
unimodal ninty,289.3473192,252,10,40
unimodal ninty,275.1005595,252,10,40
unimodal ninty,248.2725019,252,10,40
unimodal ninty,316.530765,252,10,40
unimodal ninty,215.0658991,252,10,40
unimodal ninty,259.6604899,252,10,40
unimodal ninty,281.1927405,252,10,40
unimodal ninty,217.9387841,252,10,40
unimodal ninty,217.9873934,252,10,40
unimodal ninty,236.0913843,252,10,40
unimodal ninty,228.2475385,252,10,40
unimodal ninty,240.9431574,252,10,40
unimodal ninty,250.0517492,252,10,40
unimodal ninty,228.7328422,252,10,40
unimodal ninty,222.7131055,252,10,40
unimodal ninty,208.6016177,252,10,40
unimodal ninty,227.8131291,252,10,40
unimodal ninty,207.3963423,252,10,40
unimodal ninty,218.900243,252,10,40
unimodal ninty,227.0018522,252,10,40
unimodal ninty,250.6750542,252,10,40
unimodal ninty,239.2375679,252,10,40
unimodal ninty,244.9289364,252,10,40
unimodal ninty,246.258641,252,10,40
unimodal ninty,220.4558879,252,10,40
unimodal ninty,223.0119775,252,10,40
unimodal ninty,210.7351628,213,20,10
unimodal ninty,210.4157814,213,20,10
unimodal ninty,212.3928168,213,20,10
unimodal ninty,210.8956536,213,20,10
unimodal ninty,204.613596,213,20,10
unimodal ninty,217.4396456,213,20,10
unimodal ninty,209.1250624,213,20,10
unimodal ninty,212.1603093,213,20,10
unimodal ninty,213.6265877,213,20,10
unimodal ninty,214.551275,213,20,10
unimodal ninty,209.32493,213,20,10
unimodal ninty,210.9540566,213,20,10
unimodal ninty,209.1821742,213,20,10
unimodal ninty,205.8446458,213,20,10
unimodal ninty,201.8674632,213,20,10
unimodal ninty,217.8053989,213,20,10
unimodal ninty,207.582455,213,20,10
unimodal ninty,213.0522591,213,20,10
unimodal ninty,212.1761986,213,20,10
unimodal ninty,202.1926023,213,20,10
unimodal ninty,214.3122101,213,20,10
unimodal ninty,201.2702856,213,20,10
unimodal ninty,214.331886,213,20,10
unimodal ninty,210.0241233,213,20,10
unimodal ninty,208.9090437,213,20,10
unimodal ninty,217.062923,213,20,10
unimodal ninty,212.1844326,213,20,10
unimodal ninty,217.9738362,213,20,10
unimodal ninty,207.0082563,213,20,10
unimodal ninty,214.2326566,213,20,10
unimodal ninty,220.9811492,226,20,20
unimodal ninty,219.5717011,226,20,20
unimodal ninty,227.1645769,226,20,20
unimodal ninty,212.9374623,226,20,20
unimodal ninty,233.4369636,226,20,20
unimodal ninty,217.4804794,226,20,20
unimodal ninty,215.7608732,226,20,20
unimodal ninty,219.3873587,226,20,20
unimodal ninty,219.9757179,226,20,20
unimodal ninty,228.1973079,226,20,20
unimodal ninty,229.2677621,226,20,20
unimodal ninty,213.9293755,226,20,20
unimodal ninty,229.1188919,226,20,20
unimodal ninty,232.2037669,226,20,20
unimodal ninty,213.1878317,226,20,20
unimodal ninty,233.8110942,226,20,20
unimodal ninty,225.5429415,226,20,20
unimodal ninty,226.5812731,226,20,20
unimodal ninty,224.9626616,226,20,20
unimodal ninty,227.9844355,226,20,20
unimodal ninty,223.799684,226,20,20
unimodal ninty,225.7482462,226,20,20
unimodal ninty,230.6898667,226,20,20
unimodal ninty,221.8415091,226,20,20
unimodal ninty,221.6740407,226,20,20
unimodal ninty,230.9582664,226,20,20
unimodal ninty,221.0741854,226,20,20
unimodal ninty,218.6280047,226,20,20
unimodal ninty,225.0786696,226,20,20
unimodal ninty,214.5681623,226,20,20
unimodal ninty,242.3158708,252,20,40
unimodal ninty,278.571801,252,20,40
unimodal ninty,247.784407,252,20,40
unimodal ninty,239.6494135,252,20,40
unimodal ninty,259.0820203,252,20,40
unimodal ninty,257.0120821,252,20,40
unimodal ninty,261.2910034,252,20,40
unimodal ninty,260.0681526,252,20,40
unimodal ninty,250.6651232,252,20,40
unimodal ninty,242.4082677,252,20,40
unimodal ninty,248.347434,252,20,40
unimodal ninty,246.8775842,252,20,40
unimodal ninty,244.449906,252,20,40
unimodal ninty,248.3538926,252,20,40
unimodal ninty,272.9967872,252,20,40
unimodal ninty,228.6989938,252,20,40
unimodal ninty,228.5838269,252,20,40
unimodal ninty,231.4710606,252,20,40
unimodal ninty,259.8827059,252,20,40
unimodal ninty,244.9237397,252,20,40
unimodal ninty,243.7801968,252,20,40
unimodal ninty,247.8731633,252,20,40
unimodal ninty,232.0040738,252,20,40
unimodal ninty,250.3289377,252,20,40
unimodal ninty,226.7361643,252,20,40
unimodal ninty,280.9165815,252,20,40
unimodal ninty,251.0205395,252,20,40
unimodal ninty,246.729542,252,20,40
unimodal ninty,265.5913214,252,20,40
unimodal ninty,219.6774139,252,20,40
unimodal ninty,207.9262495,213,50,10
unimodal ninty,214.808479,213,50,10
unimodal ninty,209.8748075,213,50,10
unimodal ninty,210.5455493,213,50,10
unimodal ninty,209.0000493,213,50,10
unimodal ninty,211.0207948,213,50,10
unimodal ninty,214.8402161,213,50,10
unimodal ninty,210.2538654,213,50,10
unimodal ninty,212.2607493,213,50,10
unimodal ninty,213.6513818,213,50,10
unimodal ninty,210.7551681,213,50,10
unimodal ninty,211.2854639,213,50,10
unimodal ninty,210.491564,213,50,10
unimodal ninty,209.373994,213,50,10
unimodal ninty,210.6223077,213,50,10
unimodal ninty,212.0574994,213,50,10
unimodal ninty,211.869841,213,50,10
unimodal ninty,209.5613999,213,50,10
unimodal ninty,216.6052856,213,50,10
unimodal ninty,213.5155241,213,50,10
unimodal ninty,211.7704779,213,50,10
unimodal ninty,212.8791919,213,50,10
unimodal ninty,209.939933,213,50,10
unimodal ninty,206.9640237,213,50,10
unimodal ninty,210.7788923,213,50,10
unimodal ninty,212.1290491,213,50,10
unimodal ninty,212.5275913,213,50,10
unimodal ninty,212.8770499,213,50,10
unimodal ninty,215.1190548,213,50,10
unimodal ninty,207.0478985,213,50,10
unimodal ninty,225.7256982,226,50,20
unimodal ninty,215.0545458,226,50,20
unimodal ninty,227.1168108,226,50,20
unimodal ninty,220.5035037,226,50,20
unimodal ninty,224.7668725,226,50,20
unimodal ninty,222.84732,226,50,20
unimodal ninty,219.6561226,226,50,20
unimodal ninty,225.8120894,226,50,20
unimodal ninty,229.3060177,226,50,20
unimodal ninty,233.9387346,226,50,20
unimodal ninty,229.6712122,226,50,20
unimodal ninty,222.9537973,226,50,20
unimodal ninty,228.5993377,226,50,20
unimodal ninty,219.614798,226,50,20
unimodal ninty,220.8987103,226,50,20
unimodal ninty,227.7415649,226,50,20
unimodal ninty,229.1216359,226,50,20
unimodal ninty,227.1124197,226,50,20
unimodal ninty,232.5723196,226,50,20
unimodal ninty,216.8820311,226,50,20
unimodal ninty,224.4980602,226,50,20
unimodal ninty,223.5682448,226,50,20
unimodal ninty,228.5996578,226,50,20
unimodal ninty,225.8566752,226,50,20
unimodal ninty,228.6168778,226,50,20
unimodal ninty,228.8728795,226,50,20
unimodal ninty,223.0063929,226,50,20
unimodal ninty,224.1176818,226,50,20
unimodal ninty,233.3119326,226,50,20
unimodal ninty,227.5915299,226,50,20
unimodal ninty,250.0774,252,50,40
unimodal ninty,252.3999747,252,50,40
unimodal ninty,252.7923751,252,50,40
unimodal ninty,256.7178991,252,50,40
unimodal ninty,249.3849994,252,50,40
unimodal ninty,249.5449569,252,50,40
unimodal ninty,248.8870986,252,50,40
unimodal ninty,245.7808562,252,50,40
unimodal ninty,229.5488562,252,50,40
unimodal ninty,258.2742292,252,50,40
unimodal ninty,250.2027584,252,50,40
unimodal ninty,256.565681,252,50,40
unimodal ninty,241.6271254,252,50,40
unimodal ninty,243.7626116,252,50,40
unimodal ninty,252.9722301,252,50,40
unimodal ninty,243.9176273,252,50,40
unimodal ninty,260.4593373,252,50,40
unimodal ninty,251.4576895,252,50,40
unimodal ninty,248.5636758,252,50,40
unimodal ninty,252.3833699,252,50,40
unimodal ninty,270.4588954,252,50,40
unimodal ninty,261.62542,252,50,40
unimodal ninty,251.2453386,252,50,40
unimodal ninty,260.9124453,252,50,40
unimodal ninty,242.816824,252,50,40
unimodal ninty,256.6368866,252,50,40
unimodal ninty,258.1839993,252,50,40
unimodal ninty,239.512855,252,50,40
unimodal ninty,242.5641172,252,50,40
unimodal ninty,240.1291714,252,50,40
unimodal offset,212.7498013,238,10,10
unimodal offset,207.9735574,238,10,10
unimodal offset,211.2641523,238,10,10
unimodal offset,212.3468088,238,10,10
unimodal offset,219.2386716,238,10,10
unimodal offset,224.7412872,238,10,10
unimodal offset,215.5504434,238,10,10
unimodal offset,219.3589345,238,10,10
unimodal offset,224.0506999,238,10,10
unimodal offset,218.3229505,238,10,10
unimodal offset,214.8573869,238,10,10
unimodal offset,213.3103887,238,10,10
unimodal offset,218.9529313,238,10,10
unimodal offset,234.9866478,238,10,10
unimodal offset,217.4116698,238,10,10
unimodal offset,217.4401638,238,10,10
unimodal offset,214.2883974,238,10,10
unimodal offset,222.2291656,238,10,10
unimodal offset,213.812415,238,10,10
unimodal offset,212.8094558,238,10,10
unimodal offset,215.1851513,238,10,10
unimodal offset,212.2998401,238,10,10
unimodal offset,214.7063464,238,10,10
unimodal offset,217.9479573,238,10,10
unimodal offset,218.5433479,238,10,10
unimodal offset,224.2996379,238,10,10
unimodal offset,219.5918991,238,10,10
unimodal offset,213.9752074,238,10,10
unimodal offset,212.4397871,238,10,10
unimodal offset,213.97499,238,10,10
unimodal offset,235.8115727,279,10,20
unimodal offset,220.995522,279,10,20
unimodal offset,208.5037169,279,10,20
unimodal offset,237.9715489,279,10,20
unimodal offset,240.8670632,279,10,20
unimodal offset,245.0223294,279,10,20
unimodal offset,248.8980343,279,10,20
unimodal offset,220.3454233,279,10,20
unimodal offset,258.8680165,279,10,20
unimodal offset,245.6548203,279,10,20
unimodal offset,242.1917431,279,10,20
unimodal offset,217.8046685,279,10,20
unimodal offset,236.4231796,279,10,20
unimodal offset,225.9989624,279,10,20
unimodal offset,238.0912094,279,10,20
unimodal offset,210.1696908,279,10,20
unimodal offset,231.6443619,279,10,20
unimodal offset,216.6522071,279,10,20
unimodal offset,224.0654274,279,10,20
unimodal offset,235.0508102,279,10,20
unimodal offset,264.3843353,279,10,20
unimodal offset,224.511663,279,10,20
unimodal offset,244.7097121,279,10,20
unimodal offset,209.8116979,279,10,20
unimodal offset,241.5115446,279,10,20
unimodal offset,256.2014829,279,10,20
unimodal offset,232.3529426,279,10,20
unimodal offset,226.3331831,279,10,20
unimodal offset,227.4409443,279,10,20
unimodal offset,218.1568843,279,10,20
unimodal offset,280.4467541,361,10,40
unimodal offset,282.7190448,361,10,40
unimodal offset,285.2380091,361,10,40
unimodal offset,329.9314417,361,10,40
unimodal offset,296.9730929,361,10,40
unimodal offset,301.2703195,361,10,40
unimodal offset,255.0874385,361,10,40
unimodal offset,330.371141,361,10,40
unimodal offset,245.7466704,361,10,40
unimodal offset,273.252448,361,10,40
unimodal offset,304.7023307,361,10,40
unimodal offset,233.3895448,361,10,40
unimodal offset,244.1186756,361,10,40
unimodal offset,261.5981829,361,10,40
unimodal offset,236.1406355,361,10,40
unimodal offset,242.924862,361,10,40
unimodal offset,279.1958104,361,10,40
unimodal offset,290.7990088,361,10,40
unimodal offset,255.406578,361,10,40
unimodal offset,243.9927466,361,10,40
unimodal offset,255.3783462,361,10,40
unimodal offset,224.522808,361,10,40
unimodal offset,238.8659713,361,10,40
unimodal offset,257.6207159,361,10,40
unimodal offset,320.967506,361,10,40
unimodal offset,262.043061,361,10,40
unimodal offset,251.7358002,361,10,40
unimodal offset,278.2152294,361,10,40
unimodal offset,243.7322357,361,10,40
unimodal offset,223.3463876,361,10,40
unimodal offset,223.9008279,238,20,10
unimodal offset,215.499258,238,20,10
unimodal offset,216.572145,238,20,10
unimodal offset,213.250917,238,20,10
unimodal offset,213.277622,238,20,10
unimodal offset,220.0860019,238,20,10
unimodal offset,211.2067516,238,20,10
unimodal offset,216.4145852,238,20,10
unimodal offset,222.3989185,238,20,10
unimodal offset,215.9459263,238,20,10
unimodal offset,213.62532,238,20,10
unimodal offset,212.0297395,238,20,10
unimodal offset,221.4148751,238,20,10
unimodal offset,213.2356115,238,20,10
unimodal offset,213.2171557,238,20,10
unimodal offset,220.1441913,238,20,10
unimodal offset,210.8978907,238,20,10
unimodal offset,218.6141627,238,20,10
unimodal offset,216.35441,238,20,10
unimodal offset,220.5705582,238,20,10
unimodal offset,222.5652897,238,20,10
unimodal offset,207.3082309,238,20,10
unimodal offset,219.7544745,238,20,10
unimodal offset,218.3416667,238,20,10
unimodal offset,214.9188908,238,20,10
unimodal offset,218.4670045,238,20,10
unimodal offset,221.2648273,238,20,10
unimodal offset,234.0505325,238,20,10
unimodal offset,211.3177423,238,20,10
unimodal offset,220.6568424,238,20,10
unimodal offset,230.2470586,279,20,20
unimodal offset,229.6952357,279,20,20
unimodal offset,238.0783131,279,20,20
unimodal offset,216.3923549,279,20,20
unimodal offset,258.940506,279,20,20
unimodal offset,238.4578787,279,20,20
unimodal offset,227.879976,279,20,20
unimodal offset,227.064153,279,20,20
unimodal offset,224.14174,279,20,20
unimodal offset,236.1092885,279,20,20
unimodal offset,250.874134,279,20,20
unimodal offset,244.2889979,279,20,20
unimodal offset,241.4883497,279,20,20
unimodal offset,238.6585019,279,20,20
unimodal offset,229.8778478,279,20,20
unimodal offset,235.6341934,279,20,20
unimodal offset,236.3987717,279,20,20
unimodal offset,242.1917431,279,20,20
unimodal offset,247.2719712,279,20,20
unimodal offset,244.2889979,279,20,20
unimodal offset,248.0285392,279,20,20
unimodal offset,268.7753746,279,20,20
unimodal offset,241.8059534,279,20,20
unimodal offset,242.7982791,279,20,20
unimodal offset,241.7741597,279,20,20
unimodal offset,238.6927795,279,20,20
unimodal offset,236.3987717,279,20,20
unimodal offset,223.3762131,279,20,20
unimodal offset,233.5730179,279,20,20
unimodal offset,222.7127048,279,20,20
unimodal offset,269.9639338,361,20,40
unimodal offset,330.371141,361,20,40
unimodal offset,255.0763333,361,20,40
unimodal offset,300.0857887,361,20,40
unimodal offset,278.4003314,361,20,40
unimodal offset,308.9965187,361,20,40
unimodal offset,285.1835468,361,20,40
unimodal offset,269.0289502,361,20,40
unimodal offset,284.2624289,361,20,40
unimodal offset,254.0742469,361,20,40
unimodal offset,296.9730929,361,20,40
unimodal offset,285.1138087,361,20,40
unimodal offset,326.5525835,361,20,40
unimodal offset,275.9775085,361,20,40
unimodal offset,283.9467894,361,20,40
unimodal offset,251.5644577,361,20,40
unimodal offset,277.8120831,361,20,40
unimodal offset,287.0398994,361,20,40
unimodal offset,282.6360744,361,20,40
unimodal offset,257.1668123,361,20,40
unimodal offset,269.7965978,361,20,40
unimodal offset,280.6865682,361,20,40
unimodal offset,249.4869378,361,20,40
unimodal offset,274.6880453,361,20,40
unimodal offset,241.1712861,361,20,40
unimodal offset,316.9853153,361,20,40
unimodal offset,271.1193928,361,20,40
unimodal offset,324.964129,361,20,40
unimodal offset,289.2300163,361,20,40
unimodal offset,236.3825068,361,20,40
unimodal offset,210.4345971,238,50,10
unimodal offset,223.0089112,238,50,10
unimodal offset,222.6858376,238,50,10
unimodal offset,217.8500351,238,50,10
unimodal offset,227.9822196,238,50,10
unimodal offset,220.6435185,238,50,10
unimodal offset,227.767572,238,50,10
unimodal offset,224.2256238,238,50,10
unimodal offset,220.4556941,238,50,10
unimodal offset,225.2208174,238,50,10
unimodal offset,224.6180916,238,50,10
unimodal offset,220.8522019,238,50,10
unimodal offset,224.7412872,238,50,10
unimodal offset,226.8813628,238,50,10
unimodal offset,225.3994248,238,50,10
unimodal offset,218.4881803,238,50,10
unimodal offset,220.3170349,238,50,10
unimodal offset,212.5467348,238,50,10
unimodal offset,221.1147727,238,50,10
unimodal offset,225.0565528,238,50,10
unimodal offset,218.6434159,238,50,10
unimodal offset,229.8347206,238,50,10
unimodal offset,217.4775562,238,50,10
unimodal offset,216.4733247,238,50,10
unimodal offset,220.6066668,238,50,10
unimodal offset,219.0702494,238,50,10
unimodal offset,218.8189886,238,50,10
unimodal offset,223.5602568,238,50,10
unimodal offset,228.9787846,238,50,10
unimodal offset,215.9459263,238,50,10
unimodal offset,249.320534,279,50,20
unimodal offset,230.7058582,279,50,20
unimodal offset,240.5095045,279,50,20
unimodal offset,236.6766883,279,50,20
unimodal offset,244.7104005,279,50,20
unimodal offset,234.1464469,279,50,20
unimodal offset,230.6609923,279,50,20
unimodal offset,243.3405073,279,50,20
unimodal offset,240.2449346,279,50,20
unimodal offset,263.2101508,279,50,20
unimodal offset,246.7717614,279,50,20
unimodal offset,250.8781266,279,50,20
unimodal offset,275.1612118,279,50,20
unimodal offset,233.7457428,279,50,20
unimodal offset,234.0405089,279,50,20
unimodal offset,251.2338986,279,50,20
unimodal offset,264.9340984,279,50,20
unimodal offset,244.7983491,279,50,20
unimodal offset,247.2639556,279,50,20
unimodal offset,241.405547,279,50,20
unimodal offset,258.940506,279,50,20
unimodal offset,244.2680723,279,50,20
unimodal offset,242.0805638,279,50,20
unimodal offset,237.1789775,279,50,20
unimodal offset,268.7753746,279,50,20
unimodal offset,249.8984016,279,50,20
unimodal offset,246.5966496,279,50,20
unimodal offset,246.5677377,279,50,20
unimodal offset,275.1612118,279,50,20
unimodal offset,239.6604277,279,50,20
unimodal offset,277.2441622,361,50,40
unimodal offset,306.19591,361,50,40
unimodal offset,294.2100549,361,50,40
unimodal offset,302.0752688,361,50,40
unimodal offset,293.5064612,361,50,40
unimodal offset,277.3343307,361,50,40
unimodal offset,278.2152294,361,50,40
unimodal offset,274.6386091,361,50,40
unimodal offset,285.3367241,361,50,40
unimodal offset,287.8826644,361,50,40
unimodal offset,285.1885225,361,50,40
unimodal offset,294.2766121,361,50,40
unimodal offset,310.1853424,361,50,40
unimodal offset,273.252448,361,50,40
unimodal offset,278.9398867,361,50,40
unimodal offset,301.9393002,361,50,40
unimodal offset,282.453125,361,50,40
unimodal offset,265.6390605,361,50,40
unimodal offset,298.9451352,361,50,40
unimodal offset,290.9949901,361,50,40
unimodal offset,284.3070044,361,50,40
unimodal offset,305.7915139,361,50,40
unimodal offset,265.4907979,361,50,40
unimodal offset,288.9566541,361,50,40
unimodal offset,279.8625917,361,50,40
unimodal offset,280.3226042,361,50,40
unimodal offset,275.9744538,361,50,40
unimodal offset,273.1744774,361,50,40
unimodal offset,299.0425339,361,50,40
unimodal offset,272.3069554,361,50,40
