"estimate","lowci","highci","true_tenth","pass","distance","obs","sd","estimator","ci"
188.74938309838,169.430358774891,203.03087288589,186.99,TRUE,1.75938309838043,10,10,"belitz",33.600514110999
184.433707638017,178.413761071593,200.674576974296,186.99,TRUE,-2.55629236198257,10,10,"belitz",22.260815902703
183.625588224206,172.774062675377,194.458260586505,186.99,TRUE,-3.36441177579385,10,10,"belitz",21.6841979111272
174.49901024154,161.436327291587,198.151145629832,186.99,TRUE,-12.4909897584604,10,10,"belitz",36.7148183382448
178.336555863145,165.45280080031,190.826582326056,186.99,TRUE,-8.65344413685531,10,10,"belitz",25.3737815257458
168.579004619838,162.256937139852,183.00676728672,186.99,FALSE,-18.4109953801623,10,10,"belitz",20.7498301468679
188.227998232828,175.167317258031,201.32787080303,186.99,TRUE,1.23799823282781,10,10,"belitz",26.160553544999
177.15788292268,170.558267350726,193.513459207657,186.99,TRUE,-9.83211707731988,10,10,"belitz",22.9551918569308
193.633237032922,172.842690720423,198.960485138926,186.99,TRUE,6.64323703292158,10,10,"belitz",26.1177944185037
178.795117692662,163.144058597903,188.574163884603,186.99,TRUE,-8.19488230733765,10,10,"belitz",25.4301052867
182.308867523071,177.035397784748,192.599624404965,186.99,TRUE,-4.68113247692904,10,10,"belitz",15.5642266202165
180.744006940261,160.148112817129,193.219719368333,186.99,TRUE,-6.24599305973928,10,10,"belitz",33.0716065512038
185.586233416439,179.286622877181,197.749233562629,186.99,TRUE,-1.40376658356089,10,10,"belitz",18.4626106854474
189.792844163627,178.117117906859,195.615422326826,186.99,TRUE,2.80284416362744,10,10,"belitz",17.498304419967
172.915504601061,167.520708524615,184.852076365168,186.99,FALSE,-14.0744953989393,10,10,"belitz",17.3313678405522
185.383976853026,183.627023731875,189.732485793426,186.99,TRUE,-1.60602314697363,10,10,"belitz",6.10546206155104
185.729254469639,172.728593646047,197.682250790849,186.99,TRUE,-1.26074553036145,10,10,"belitz",24.9536571448015
189.975401626006,180.707435807764,201.510376457044,186.99,TRUE,2.98540162600568,10,10,"belitz",20.8029406492794
176.029223126785,170.086617360771,190.073740210546,186.99,TRUE,-10.9607768732152,10,10,"belitz",19.9871228497752
186.123231752333,180.783670988888,199.612843229347,186.99,TRUE,-0.86676824766721,10,10,"belitz",18.8291722404593
178.198362852876,163.168963609504,186.684308399114,186.99,FALSE,-8.79163714712445,10,10,"belitz",23.5153447896094
182.065010673736,172.542532139999,193.072190441626,186.99,TRUE,-4.92498932626381,10,10,"belitz",20.5296583016272
185.42813796656,175.574724441638,193.435342492789,186.99,TRUE,-1.56186203343984,10,10,"belitz",17.8606180511509
175.842935735631,159.354711988517,190.061641264369,186.99,TRUE,-11.1470642643689,10,10,"belitz",30.706929275852
177.509765230693,171.366417192392,196.072144465741,186.99,TRUE,-9.48023476930666,10,10,"belitz",24.7057272733487
193.681502739389,187.983419078229,202.023087172371,186.99,FALSE,6.69150273938854,10,10,"belitz",14.0396680941412
188.189560174948,180.108091478974,200.961086079981,186.99,TRUE,1.19956017494792,10,10,"belitz",20.8529946010069
183.623259549605,176.465714527903,197.713073071836,186.99,TRUE,-3.3667404503955,10,10,"belitz",21.2473585439332
183.69805715774,170.786058543749,190.873529537705,186.99,TRUE,-3.29194284226006,10,10,"belitz",20.0874709939562
190.565096880992,177.790415339455,207.165044774644,186.99,TRUE,3.57509688099245,10,10,"belitz",29.3746294351895
155.766246754722,138.82383243771,191.588053681066,174.82,TRUE,-19.0537532452782,10,20,"belitz",52.7642212433553
167.373561520293,156.978113143448,181.005179756997,174.82,TRUE,-7.44643847970733,10,20,"belitz",24.027066613549
176.921506824031,160.46818107594,191.536266623732,174.82,TRUE,2.10150682403071,10,20,"belitz",31.0680855477918
183.944233080812,169.918081329246,191.128176302059,174.82,TRUE,9.12423308081151,10,20,"belitz",21.210094972813
162.997009527832,139.583889353451,182.164560551778,174.82,TRUE,-11.8229904721683,10,20,"belitz",42.5806711983269
172.377726690575,156.812449707081,183.931826277077,174.82,TRUE,-2.44227330942522,10,20,"belitz",27.1193765699963
179.274431100961,165.373596896943,210.144174349451,174.82,TRUE,4.45443110096105,10,20,"belitz",44.7705774525076
177.002103013923,168.090578594129,189.072383276195,174.82,TRUE,2.1821030139227,10,20,"belitz",20.9818046820663
167.596471995173,153.649445809697,174.168032888632,174.82,FALSE,-7.22352800482682,10,20,"belitz",20.5185870789341
181.956101381779,160.243801763242,197.749992998731,174.82,TRUE,7.13610138177935,10,20,"belitz",37.5061912354893
175.43238752276,155.124514513409,194.707632805025,174.82,TRUE,0.612387522759803,10,20,"belitz",39.5831182916155
165.820581712211,160.656930324797,175.023415518544,174.82,TRUE,-8.99941828778884,10,20,"belitz",14.3664851937471
175.069870627131,163.873742474235,192.112428110786,174.82,TRUE,0.249870627130889,10,20,"belitz",28.2386856365513
175.679578292896,155.631166524,191.819659063454,174.82,TRUE,0.859578292896089,10,20,"belitz",36.1884925394543
157.490384619709,145.847436850946,173.296493732504,174.82,FALSE,-17.3296153802913,10,20,"belitz",27.4490568815574
156.572801659389,138.404308421656,179.474174260932,174.82,TRUE,-18.2471983406113,10,20,"belitz",41.0698658392764
137.844306951015,130.713647066381,150.629618989977,174.82,FALSE,-36.9756930489852,10,20,"belitz",19.9159719235959
173.180929045247,159.324751635211,192.501711465403,174.82,TRUE,-1.63907095475318,10,20,"belitz",33.1769598301927
159.594543192153,141.697935012859,177.555275519345,174.82,TRUE,-15.2254568078467,10,20,"belitz",35.8573405064867
170.374394443637,150.808379162231,183.864553959629,174.82,TRUE,-4.44560555636332,10,20,"belitz",33.0561747973976
180.427043840835,170.531758721741,187.219319211375,174.82,TRUE,5.60704384083502,10,20,"belitz",16.687560489634
163.020528641218,138.726639083609,194.008726932769,174.82,TRUE,-11.7994713587815,10,20,"belitz",55.2820878491599
168.905812749141,148.17905136546,184.89504177601,174.82,TRUE,-5.91418725085879,10,20,"belitz",36.7159904105507
147.525542206248,139.751147038207,153.017034222217,174.82,FALSE,-27.2944577937519,10,20,"belitz",13.2658871840097
150.743274561622,141.862485558241,160.217562443654,174.82,FALSE,-24.0767254383783,10,20,"belitz",18.3550768854133
168.838270382951,152.085500737266,191.958926634426,174.82,TRUE,-5.98172961704861,10,20,"belitz",39.8734258971608
167.481038093063,161.119920898384,177.89973589072,174.82,TRUE,-7.33896190693665,10,20,"belitz",16.7798149923365
185.498569677509,164.627499007525,197.39945592119,174.82,TRUE,10.6785696775093,10,20,"belitz",32.7719569136651
159.459876491623,149.126525732038,183.112916218846,174.82,TRUE,-15.3601235083765,10,20,"belitz",33.9863904868087
178.353039810677,154.540929676002,198.706623952659,174.82,TRUE,3.53303981067722,10,20,"belitz",44.165694276658
158.214299556887,134.961912901777,184.397177997179,149.3,TRUE,8.91429955688704,10,40,"belitz",49.4352650954016
138.455056488764,129.089649048577,160.867295912418,149.3,TRUE,-10.8449435112362,10,40,"belitz",31.7776468638416
146.816288360022,133.951615005992,201.465621509795,149.3,TRUE,-2.48371163997811,10,40,"belitz",67.5140065038032
180.578595703459,143.09746434,213.077663561594,149.3,TRUE,31.2785957034588,10,40,"belitz",69.9801992215939
154.430644243606,140.741487312744,167.425304492196,149.3,TRUE,5.13064424360633,10,40,"belitz",26.683817179452
155.927594800346,129.317656185949,202.073878268438,149.3,TRUE,6.6275948003462,10,40,"belitz",72.7562220824887
126.480216171171,92.9196433473329,178.093620400787,149.3,TRUE,-22.8197838288288,10,40,"belitz",85.1739770534538
134.901244283253,130.71539175423,147.311709627103,149.3,FALSE,-14.3987557167467,10,40,"belitz",16.5963178728734
139.074287646837,131.857937144551,160.425746513895,149.3,TRUE,-10.2257123531634,10,40,"belitz",28.5678093693436
142.717899992465,133.098378283645,173.518229060924,149.3,TRUE,-6.58210000753471,10,40,"belitz",40.4198507772795
151.330693251234,125.853311763945,217.183678257821,149.3,TRUE,2.03069325123357,10,40,"belitz",91.3303664938756
128.014405508979,105.620828875758,186.59758016448,149.3,TRUE,-21.2855944910214,10,40,"belitz",80.9767512887222
132.107710031651,120.304917165881,184.962816620091,149.3,TRUE,-17.1922899683485,10,40,"belitz",64.6578994542099
126.015808753027,122.974076984284,127.57369321821,149.3,FALSE,-23.2841912469727,10,40,"belitz",4.59961623392688
137.521742836343,111.973392810768,171.361699634517,149.3,TRUE,-11.7782571636569,10,40,"belitz",59.3883068237491
133.751685238968,126.056188778796,167.6594598766,149.3,TRUE,-15.548314761032,10,40,"belitz",41.6032710978048
145.18564333665,139.465389593573,154.077371267351,149.3,TRUE,-4.11435666334987,10,40,"belitz",14.6119816737781
150.150367207017,121.65557267595,176.008369257126,149.3,TRUE,0.85036720701666,10,40,"belitz",54.3527965811759
127.842970672432,107.901284021305,153.888830010439,149.3,TRUE,-21.4570293275682,10,40,"belitz",45.987545989134
110.186024380197,91.9915768328077,115.778069614263,149.3,FALSE,-39.1139756198033,10,40,"belitz",23.7864927814552
123.836590059808,100.850730212901,146.985771582244,149.3,FALSE,-25.4634099401923,10,40,"belitz",46.1350413693432
181.206544875816,155.655170388853,202.439940259332,149.3,FALSE,31.9065448758155,10,40,"belitz",46.7847698704794
118.610734054429,86.613791762921,182.136865027569,149.3,TRUE,-30.6892659455711,10,40,"belitz",95.5230732646485
142.206349176744,125.991529169545,159.175642951114,149.3,TRUE,-7.09365082325576,10,40,"belitz",33.1841137815689
100.750558487581,66.6777377208689,181.093181976763,149.3,TRUE,-48.5494415124187,10,40,"belitz",114.415444255894
126.382837739781,115.736472527367,164.461983199585,149.3,TRUE,-22.9171622602193,10,40,"belitz",48.7255106722179
160.290322217201,152.895698594785,178.597612288283,149.3,FALSE,10.9903222172013,10,40,"belitz",25.7019136934973
144.1055186096,116.373040010946,170.683965192718,149.3,TRUE,-5.19448139039977,10,40,"belitz",54.3109251817718
105.07213522357,79.5138217064232,165.694943176064,149.3,TRUE,-44.2278647764299,10,40,"belitz",86.1811214696404
136.365650817512,111.327838880259,161.763529277053,149.3,TRUE,-12.9343491824885,10,40,"belitz",50.435690396794
194.312080079432,176.692625658805,203.312578363965,186.99,TRUE,7.32208007943157,20,10,"belitz",26.6199527051602
186.378666336905,176.34534067335,191.594524233629,186.99,TRUE,-0.611333663095223,20,10,"belitz",15.2491835602795
190.463597258373,175.256833473409,196.763931386129,186.99,TRUE,3.47359725837251,20,10,"belitz",21.5070979127197
174.336629484892,168.728676945782,180.320263854708,186.99,FALSE,-12.653370515108,20,10,"belitz",11.5915869089259
178.562379936333,167.66823014201,184.092624145485,186.99,FALSE,-8.42762006366681,20,10,"belitz",16.4243940034747
181.376478452545,176.630576462507,196.761965987416,186.99,TRUE,-5.61352154745475,20,10,"belitz",20.1313895249089
187.619984738937,176.639998536635,194.164705898423,186.99,TRUE,0.629984738936685,20,10,"belitz",17.5247073617876
183.271868464151,172.786077389007,193.325310861047,186.99,TRUE,-3.71813153584861,20,10,"belitz",20.5392334720399
189.22491694819,178.392474667479,194.812710391432,186.99,TRUE,2.23491694818972,20,10,"belitz",16.4202357239535
188.549552055226,178.812071388124,195.13291252759,186.99,TRUE,1.55955205522559,20,10,"belitz",16.3208411394655
185.904728936866,175.642576173248,197.762384124314,186.99,TRUE,-1.085271063134,20,10,"belitz",22.1198079510662
186.044401926686,179.401573353025,195.080896150152,186.99,TRUE,-0.945598073314159,20,10,"belitz",15.679322797127
182.936823190386,167.973374521615,195.408676289787,186.99,TRUE,-4.05317680961369,20,10,"belitz",27.4353017681719
180.939233633103,170.125570441012,188.996999644442,186.99,TRUE,-6.05076636689716,20,10,"belitz",18.8714292034297
190.974314226695,177.959720755345,197.23825340665,186.99,TRUE,3.98431422669461,20,10,"belitz",19.2785326513052
181.060439592575,170.664998110458,191.844892533441,186.99,TRUE,-5.92956040742459,20,10,"belitz",21.1798944229828
187.153662260929,181.60184040045,195.056970794035,186.99,TRUE,0.16366226092893,20,10,"belitz",13.4551303935847
183.908661949495,172.231639339712,190.635726345052,186.99,TRUE,-3.08133805050539,20,10,"belitz",18.4040870053402
185.867289954109,176.89107200095,192.664980566018,186.99,TRUE,-1.12271004589095,20,10,"belitz",15.7739085650682
187.788467161341,176.258545788817,195.066635995783,186.99,TRUE,0.79846716134071,20,10,"belitz",18.8080902069653
181.856021041766,173.314234876606,190.623002459708,186.99,TRUE,-5.13397895823377,20,10,"belitz",17.3087675831019
177.62312247586,166.063480191949,183.601458061058,186.99,FALSE,-9.36687752413962,20,10,"belitz",17.5379778691097
182.093554630638,174.936745713901,193.943128876882,186.99,TRUE,-4.89644536936203,20,10,"belitz",19.006383162981
188.56927018774,180.601884452266,194.685238742037,186.99,TRUE,1.57927018774049,20,10,"belitz",14.0833542897714
177.101479806226,168.914027588514,186.878632611901,186.99,FALSE,-9.88852019377404,20,10,"belitz",17.9646050233872
186.761229338085,181.592816469727,195.042333431274,186.99,TRUE,-0.228770661915462,20,10,"belitz",13.4495169615468
187.105566259618,178.046063337219,192.159858062599,186.99,TRUE,0.115566259618078,20,10,"belitz",14.1137947253803
191.243698717985,181.059886312043,199.464808333818,186.99,TRUE,4.25369871798478,20,10,"belitz",18.4049220217753
177.045194481927,165.807171699437,185.563015265186,186.99,FALSE,-9.94480551807339,20,10,"belitz",19.755843565749
193.589444333842,186.799404882799,200.773382465536,186.99,TRUE,6.59944433384209,20,10,"belitz",13.973977582737
167.401722052038,152.409572111653,181.125379110545,174.82,TRUE,-7.41827794796151,20,20,"belitz",28.715806998892
150.319543750545,139.669755127652,162.497662930621,174.82,FALSE,-24.5004562494546,20,20,"belitz",22.827907802969
171.192697319068,160.300198524317,188.435157649169,174.82,TRUE,-3.62730268093168,20,20,"belitz",28.1349591248527
179.361503794285,170.491855325756,186.339522268444,174.82,TRUE,4.54150379428509,20,20,"belitz",15.8476669426881
169.556303429511,150.747827857753,181.510467644828,174.82,TRUE,-5.26369657048946,20,20,"belitz",30.7626397870751
171.370054029843,159.589019864253,183.758866140368,174.82,TRUE,-3.44994597015699,20,20,"belitz",24.169846276115
172.244289671736,153.033903762292,187.766700999713,174.82,TRUE,-2.57571032826371,20,20,"belitz",34.7327972374204
175.206633566054,169.854161151325,186.952444752704,174.82,TRUE,0.386633566053519,20,20,"belitz",17.0982836013787
180.050873348437,166.78527433232,193.935547627085,174.82,TRUE,5.230873348437,20,20,"belitz",27.1502732947649
171.897825874042,144.15826394168,189.666000081547,174.82,TRUE,-2.92217412595778,20,20,"belitz",45.5077361398674
170.1515275096,152.643651738691,179.883779338315,174.82,TRUE,-4.66847249040043,20,20,"belitz",27.2401275996246
163.562897562008,157.161118592971,174.613674972561,174.82,FALSE,-11.2571024379917,20,20,"belitz",17.4525563795897
164.30795440826,145.003937687023,176.697323913131,174.82,TRUE,-10.5120455917401,20,20,"belitz",31.6933862261075
175.685397504558,153.892376397922,189.760725971105,174.82,TRUE,0.865397504558331,20,20,"belitz",35.8683495731828
